,id,date,monday,tuesday,wednesday,thursday,friday,saturday,sunday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood (target)
52,AS14.01,16-04-14,0,0,1,0,0,0,0,7.2,0.75,0.5,0.116110336,75.89378787,,1,6.198744966,36.9644,23.70744444,,,,6.797333333,65.96041379,,,22.3587,,
53,AS14.01,17-04-14,0,0,0,1,0,0,0,6.6,-0.4,0.6,0.056917857,150.1848,1,,4.886734513,108.7462294,28.4482,,,,10.7526,70.2382,,,16.57266667,,
54,AS14.01,18-04-14,0,0,0,0,1,0,0,6.8,-0.8,0.8,0.094033007,156.8689419,1,,13.58319708,65.14215854,86.03933333,17.02328571,,,6.827,199.3922,21.29133333,,22.17,,
55,AS14.01,19-04-14,0,0,0,0,0,1,0,7.8,-0.2,1,0.099431912,162.1127805,1,,7.630564516,35.43194805,78.21233333,15.93816667,29.084,,6.2964,36.06109091,64.445,,33.97733333,,
56,AS14.01,20-04-14,0,0,0,0,0,0,1,7.25,-0.25,0.75,0.074816243,93.74739326,1,1,6.144424658,57.29567816,60.62433333,5.303,,,6.8404,93.23925,,,12.1035,,
57,AS14.01,21-04-14,1,0,0,0,0,0,0,7.6,-0.25,1,0.102041059,64.96594914,1,,33.41972816,43.57276087,18.72,11.08866667,,,11.6098,61.28171429,22.75933333,,21.0882,,
58,AS14.01,22-04-14,0,1,0,0,0,0,0,7.4,0.2,1,0.091929552,84.64628415,1,,12.09264481,46.7527284,39.32203571,6.408833333,,,10.52666667,67.74038095,,,20.15309524,,
59,AS14.01,23-04-14,0,0,1,0,0,0,0,7.6,0.2,1,0.045985689,96.90226666,1,,7.963676056,54.11195152,38.603,6.017,,,7.066333333,43.88316667,,,22.44945455,,
60,AS14.01,24-04-14,0,0,0,1,0,0,0,7.6,-0.4,1,0.050902988,206.4156822,1,,9.646519737,64.61422,103.8366279,41.9874,,,7.98325,76.81531429,17.06133333,,23.10312903,,
61,AS14.01,25-04-14,0,0,0,0,1,0,0,7.2,-0.2,0.8,0.109061064,99.10597163,1,1,6.289330769,51.26157746,50.064,7.023666667,,,11.4745,96.85626087,21.10533333,,20.46905882,,
62,AS14.01,26-04-14,0,0,0,0,0,1,0,7.6,-0.2,1,0.214248772,221.1717,1,1,8.732515152,59.71760465,125.556,6.81675,,,9.241,789.459,23.53865,3.148,15.03633333,,
63,AS14.01,27-04-14,0,0,0,0,0,0,1,7.5,0,1,0.030478924,107.5577736,,,15.74773171,50.65620833,137.2928182,,,,105.6684,13.735,,,10.05633333,,
64,AS14.01,28-04-14,1,0,0,0,0,0,0,7.6,-0.8,0.8,0.019675323,121.4362921,1,,11.5087807,55.2632,110.6027143,51.69477778,,,12.09733333,201.9944167,,,17.2815,,
65,AS14.01,29-04-14,0,1,0,0,0,0,0,7,-0.25,1,0.102758249,77.18913725,,,38.05692806,48.53981013,65.10554167,,166.6525,,8.0944,102.87125,20.991,,21.60189474,,
66,AS14.01,30-04-14,0,0,1,0,0,0,0,7.8,-0.4,0.75,0.151051459,79.78786956,1,,7.16070339,34.14055769,33.65746667,62.50366667,,,23.222875,9.907333333,17.049875,,22.459,,
67,AS14.01,01-05-14,0,0,0,1,0,0,0,8,-0.4,1,0.037065268,81.24058638,1,1,9.380565,40.75328358,58.85825,29.35786667,,28.098,7.405,144.6747647,,,17.97126667,,
68,AS14.01,02-05-14,0,0,0,0,1,0,0,7.6,-0.2,1,0.077341019,120.708152,,,6.628633333,58.27880882,58.81466667,34.508,,,6.4886,45.36858824,,,5.5415,,
69,AS14.01,03-05-14,0,0,0,0,0,1,0,8,-0.2,1,0.071740885,109.1471467,,1,9.657141026,74.42255738,125.5431818,37.039125,,,8.1138,22.84466667,143.631,30.102,31.40125,,
70,AS14.01,04-05-14,0,0,0,0,0,0,1,8,-0.5,1,0.136191808,92.01867187,,,18.50987368,52.83889063,154.7343333,,,,7.105,98.9354,,,,,
71,AS14.01,05-05-14,1,0,0,0,0,0,0,,,,0.007842595,137.5949231,,,13.28324242,37.58122727,318.514,,,,,25.104,,,66.08275,,
97,AS14.02,14-03-14,0,0,0,0,1,0,0,,,,,21.98856165,1,,7.521571429,16.53275806,16.0458,,,,24.78744444,5.7262,,,,,
98,AS14.02,15-03-14,0,0,0,0,0,1,0,,,,,29.17173078,1,,14.85342945,19.45754867,35.1694,,,,,,15.7125,,,,
99,AS14.02,16-03-14,0,0,0,0,0,0,1,6.333333333,0,0,,39.221016,1,1,24.61662626,47.04222388,88.392,,,,21.47926316,10.68182353,,,,,
100,AS14.02,17-03-14,1,0,0,0,0,0,0,6.75,0.5,0.5,0.168068415,76.38924061,1,,9.313234848,47.55911579,502.2356,,,,12.962375,10.3028,,,,,
101,AS14.02,18-03-14,0,1,0,0,0,0,0,8.2,0.6,0.8,0.219484384,27.51506708,1,1,18.21343357,33.05110084,29.64766667,,,,17.7444,11.17705263,,,,,
102,AS14.02,19-03-14,0,0,1,0,0,0,0,6.8,0.4,0.4,0.315631757,49.59246667,1,1,11.43057353,32.87327848,16.34491667,,,,17.58933333,9.563,17.72390625,,,,
103,AS14.02,20-03-14,0,0,0,1,0,0,0,7.25,-0.5,0.75,0.23902496,34.33333859,1,1,12.01335811,31.68192647,14.818,,,,10.857125,14.622,,,,,
104,AS14.02,21-03-14,0,0,0,0,1,0,0,7.5,-0.75,0.75,0.289627925,75.37737162,1,1,12.4597933,44.66321875,153.2013333,,,,9.486,16.16754167,24.572,,,,
105,AS14.02,22-03-14,0,0,0,0,0,1,0,6.5,-1,-0.5,0.446043687,35.13686112,1,1,9.019934579,21.79124706,36.82838889,,,,10.801,10.75439474,20.01582051,,,,
106,AS14.02,23-03-14,0,0,0,0,0,0,1,6.25,-1,0,0.269697157,32.11721277,1,1,7.645350427,36.79798,22.82929412,,,,15.46625,19.11044444,23.83375472,,,,
107,AS14.02,24-03-14,1,0,0,0,0,0,0,6.4,0.2,-0.2,0.156124663,22.4930813,1,,12.06175281,48.58356452,48.36481818,,,,16.3616,17.90776923,,,,,
108,AS14.02,25-03-14,0,1,0,0,0,0,0,7.75,-1.25,0.75,0.230513655,27.76879042,1,,17.11543293,38.20206849,91.9178,,,,10.075,11.419,,,,,
109,AS14.02,26-03-14,0,0,1,0,0,0,0,7.2,-1.2,0.4,0.293953462,38.41537975,1,,13.46313178,36.19784286,30.6858,,,,8.39,42.21683784,,,,,
110,AS14.02,27-03-14,0,0,0,1,0,0,0,7.25,0,0.5,0.228849009,33.02862643,1,,18.73656198,32.93453846,40.89841667,,,,60.98775,10.17075,,,4.477533333,,
111,AS14.02,28-03-14,0,0,0,0,1,0,0,6.8,-0.6,0.6,0.261598328,26.46387333,1,1,9.751064815,18.86556061,33.69714286,,,,12.5669,66.27353659,,,,,
112,AS14.02,29-03-14,0,0,0,0,0,1,0,7.25,-0.75,0.25,0.432469355,31.0087535,1,,108.85175,52.23143902,265.817,,,,13.21025,40.29646154,15.676375,,,,
113,AS14.02,30-03-14,0,0,0,0,0,0,1,7,-1,0.75,0.241887309,34.84107964,1,1,8.049864583,32.67223529,53.27475,,,,7.548533333,21.52673333,,,,,
114,AS14.02,31-03-14,1,0,0,0,0,0,0,7.2,-0.8,0.4,0.156372924,29.11064634,1,1,8.35421831,28.52094253,29.58041667,,,,13.6235,127.4144375,,,,,
115,AS14.02,01-04-14,0,1,0,0,0,0,0,7.4,-0.2,0.8,0.261960532,20.23152145,1,1,22.68304065,21.68213115,15.3952,,,,20.71255556,11.24241176,57.53333333,,,,
116,AS14.02,02-04-14,0,0,1,0,0,0,0,6.4,-0.6,-0.2,0.319120562,38.0321989,1,,13.93056738,31.9828587,72.961,,,,18.392,12.22696154,,,,,
117,AS14.02,03-04-14,0,0,0,1,0,0,0,5.75,-0.25,0,0.32250584,36.44010696,1,,8.242201299,27.65716154,42.21438462,,,,11.2264,13.60233333,26.5245,,,,
118,AS14.02,04-04-14,0,0,0,0,1,0,0,6.4,-1.2,0.2,0.227270357,24.19450332,1,,10.48307477,33.44566667,161.9456,,,,14.8852,17.665,,,,,
119,AS14.02,05-04-14,0,0,0,0,0,1,0,7.4,0,0.6,0.321919722,69.14246562,1,1,10.87270556,25.38086813,26.4828,,,,12.612125,23.51009091,24.2544375,,,,
120,AS14.02,06-04-14,0,0,0,0,0,0,1,4.5,-1,-1.25,0.21520952,41.47690907,1,,9.448934426,28.47260465,38.68625,,,,7.50275,21.75233333,,,,,
121,AS14.02,07-04-14,1,0,0,0,0,0,0,6.8,0,0.6,0.136523734,40.55112738,1,,15.28812371,59.70125397,81.99066667,,,,17.69133333,37.89026415,,,,,
122,AS14.02,08-04-14,0,1,0,0,0,0,0,6.25,-0.25,0.5,0.261951038,25.02547239,1,1,8.585347826,25.17616667,27.64,,,,13.4434,21.93975862,,,,,
123,AS14.02,09-04-14,0,0,1,0,0,0,0,7.25,-0.5,0.25,0.247209848,35.76040994,1,1,8.974981132,27.50664634,33.01242105,,,,12.2794,22.64007692,,,,,
124,AS14.02,10-04-14,0,0,0,1,0,0,0,7.25,0.25,0.75,0.260750604,47.54084242,1,1,10.51170968,29.31437634,21.728875,,,,28.2428,16.67079412,58.34588889,,1.0225,,
125,AS14.02,11-04-14,0,0,0,0,1,0,0,6.5,-0.5,0.5,0.424481427,28.76252476,1,1,10.53191837,24.41451042,24.16289655,,,,22.688,13.31854167,15.773225,,,,
126,AS14.02,12-04-14,0,0,0,0,0,1,0,6,-2,-1,0.378301733,26.70670804,1,1,14.613344,21.36291549,,,,,11.016,26.19866667,18.10925,,3.493,,
127,AS14.02,13-04-14,0,0,0,0,0,0,1,7.2,-0.6,0.4,0.289820118,20.91222113,1,,9.461351852,19.88881395,24.768,,,,15.8224,9.467,8.869222222,,,,
128,AS14.02,14-04-14,1,0,0,0,0,0,0,8,0.75,1,0.18707405,28.88586459,1,1,10.12465,27.61328788,5.633647059,,,,7.060666667,18.939,,,9.387555556,,
129,AS14.02,15-04-14,0,1,0,0,0,0,0,7.25,-0.5,0.5,0.173628883,38.96038891,1,1,8.188833333,37.15975,4.9145,,,,,12.693,,,,,
130,AS14.02,16-04-14,0,0,1,0,0,0,0,6.666666667,-0.333333333,0.333333333,0.353276353,27.32099992,1,1,12.5133,,,,,,,,,,,,
131,AS14.02,17-04-14,0,0,0,1,0,0,0,6.5,0.25,0,0.47008547,13.74499989,1,1,2.007,12.53366667,,,,,,,,,,,
132,AS14.02,18-04-14,0,0,0,0,1,0,0,6.5,0,0,,,1,,,,,,,,,,,,,,
133,AS14.02,19-04-14,0,0,0,0,0,1,0,5.666666667,-0.666666667,-0.333333333,0.5,93.66100001,1,,10.09,24.11366667,,,,,,,,,,,
134,AS14.02,20-04-14,0,0,0,0,0,0,1,5,-0.666666667,0,,,1,1,,,,,,,,,,,,,
135,AS14.02,21-04-14,1,0,0,0,0,0,0,5.5,-0.5,-0.5,,,1,,,,,,,,,,,,,,
136,AS14.02,22-04-14,0,1,0,0,0,0,0,5.666666667,-1.333333333,-0.333333333,75,6.540000081,1,1,,,,,,,,35.629,,,,,
137,AS14.02,23-04-14,0,0,1,0,0,0,0,5.5,0,0.5,0.142857143,,1,1,,,,,,,,,,,,,
138,AS14.02,24-04-14,0,0,0,1,0,0,0,7,-0.5,-0.5,0.034482759,,,,,,,,,,,,,,,,
139,AS14.02,25-04-14,0,0,0,0,1,0,0,9,-1,1,,,,,,,,,,,,,,,,,
168,AS14.03,21-03-14,0,0,0,0,1,0,0,9,1,2,,33.29908002,1,1,15.27772727,45.38786842,31.5339,,,10.046,36.2392,,,,,,
169,AS14.03,22-03-14,0,0,0,0,0,1,0,7.8,0.8,1,0.191388309,36.71579167,1,1,12.68652632,13.09985714,53.63731507,,,,14.86933333,,24.07785714,,4.35,,
170,AS14.03,23-03-14,0,0,0,0,0,0,1,8.2,-0.2,1.2,0.100246698,43.14817949,1,1,12.96252632,31.31504167,20.98061446,36.364,,40.4995,15.7205625,,34.425625,,,44.854,
171,AS14.03,24-03-14,1,0,0,0,0,0,0,7.8,-0.6,1.4,0.090740222,49.984368,1,,13.178,36.22755556,33.11900847,15.031,,25.065,40.52461905,,,11.064,5.136,,
172,AS14.03,25-03-14,0,1,0,0,0,0,0,7.8,-0.4,1.2,0.132768286,28.2918806,1,1,47.47704545,16.52022785,13.51416,149.181,,12.82509091,26.726,,,47.324,9.614333333,,
173,AS14.03,26-03-14,0,0,1,0,0,0,0,8.25,0.5,1,0.091153201,31.63473809,1,,5.64947619,14.71351136,25.33196774,29.047,,5.171,10.38285714,,6.42,3.8245,,,
174,AS14.03,27-03-14,0,0,0,1,0,0,0,7.75,0.25,0.5,0.103195754,36.80485395,1,1,21.012,15.02680645,19.45596471,,,6.7185,10.00533333,,,,8.745,,
175,AS14.03,28-03-14,0,0,0,0,1,0,0,8,-0.5,1.5,0.104679288,28.76497344,1,,25.22963636,13.2518169,37.66057303,,,15.402,17.59828571,,,31.8935,7.045,,
176,AS14.03,29-03-14,0,0,0,0,0,1,0,8.6,-0.2,1.6,0.163377338,43.48828847,,1,9.655,7.6464,40.794,49.371,,,10.4425,,,,,,
177,AS14.03,30-03-14,0,0,0,0,0,0,1,8.4,-0.2,1,0.164650715,34.98744117,1,,3.21725,15.68747436,29.1402,,,26.284,15.5045,,,35.267,,15.9775,
178,AS14.03,31-03-14,1,0,0,0,0,0,0,7.4,0.4,0.6,0.083633585,76.4084878,1,1,39.32684615,53.81323171,19.99374118,25.83033333,,,7.056142857,,,,5.16,,
179,AS14.03,01-04-14,0,1,0,0,0,0,0,7.6,0.4,0.4,0.09741434,36.42947727,1,,49.42390909,12.06437288,31.89321569,58.641,,15.6225,12.702125,,,,,,
180,AS14.03,02-04-14,0,0,1,0,0,0,0,7.4,0.2,0.6,0.078688138,32.34846155,1,,32.85376923,13.02473016,33.58481356,21.813,,4.67475,9.8842,,27.0725,,,,
181,AS14.03,03-04-14,0,0,0,1,0,0,0,7.8,0,1,0.083636454,28.55241975,1,,1399.054714,11.23252459,38.05745455,9.012875,,,10.13744444,,,20.192,14.5985,,
182,AS14.03,04-04-14,0,0,0,0,1,0,0,7.8,0.2,1.4,0.08710656,41.96680518,,1,20.56976667,26.80303333,24.93754545,47.284,,6.163,56.416875,,,315.509,,,
183,AS14.03,05-04-14,0,0,0,0,0,1,0,7.6,1.2,1,0.114427938,40.55433683,1,,9.742925926,16.57319403,40.99667857,,,35.49533333,10.14366667,,9.848,,,,
184,AS14.03,06-04-14,0,0,0,0,0,0,1,6.8,0.2,0.8,0.076772015,91.34165149,,,3.687666667,28.09011538,54.28461538,,,,170.7655,,,23.094,,,
185,AS14.03,07-04-14,1,0,0,0,0,0,0,7.4,0.2,1,0.144063937,54.14672043,1,,28.38147619,24.825625,36.43205797,17.6394,,31.17025,8.009111111,,,27.588,,,
186,AS14.03,08-04-14,0,1,0,0,0,0,0,7.4,0.4,1.2,0.103830889,53.28442857,1,1,45.97526316,11.58244068,20.11749231,27.089,,1.494.864,7.0913,,,11.128,,,
187,AS14.03,09-04-14,0,0,1,0,0,0,0,7.8,0.6,1,0.092122233,19.92946067,,,7.947666667,10.91235714,17.89745455,15.8675,,5.423333333,5.724615385,,,25.127,,,
188,AS14.03,10-04-14,0,0,0,1,0,0,0,7.4,0.4,1,0.108066399,77.12374727,,1,51.8445,21.17832143,47.05640678,,,5.217,9.5092,13.22,,2.239.937,,,
189,AS14.03,11-04-14,0,0,0,0,1,0,0,7.6,0.2,1,0.120188083,55.37689999,,,17.0265,19.52756322,55.865875,17.149,,4.58,29.50766667,,,28.343,4.513,,
190,AS14.03,12-04-14,0,0,0,0,0,1,0,7.666666667,0.333333333,1,0.127037342,56.65495453,1,,1145.709353,15.30986667,354.5507647,,,,97.49790909,,,21.096,9.33,,
191,AS14.03,13-04-14,0,0,0,0,0,0,1,7.4,0.2,1,0.078137542,106.1993561,1,1,173.932625,54.34209091,43.48559459,,,35.76422222,333.4851538,,,,,,
192,AS14.03,14-04-14,1,0,0,0,0,0,0,7,0,0.8,0.092896266,52.22774074,,1,45.20195,70.02386275,18.59143548,28.19,,8.073,9.668,5.909285714,,11.226,17.303,,
193,AS14.03,15-04-14,0,1,0,0,0,0,0,7.6,0.2,0.8,0.119554999,31.21877951,1,,15.79347826,23.88619149,33.03646429,,,6.025,12.529375,,,12.082,,,
194,AS14.03,16-04-14,0,0,1,0,0,0,0,8,0.8,1,0.114768169,52.29967647,1,,8.422034483,23.45646774,41.4412381,18.113,,16.593,11.692,,,19.114,7.662,,
195,AS14.03,17-04-14,0,0,0,1,0,0,0,7.25,0.25,0.75,0.140859246,32.30003871,1,1,50.45444444,17.50671795,13.80696429,86.288,,,7.595272727,,,101.287,15.6655,,
196,AS14.03,18-04-14,0,0,0,0,1,0,0,7.5,0,1,0.073876083,65.14309375,1,,47.33994595,41.59010345,72.95927119,,,26.26342857,4.298363636,,,9.1335,7.954,,
197,AS14.03,19-04-14,0,0,0,0,0,1,0,7.8,0.6,0.8,0.208229777,30.03995834,1,1,8.401714286,36.09965625,2.151774194,,,,10.6988,,17.2585,,,,
198,AS14.03,20-04-14,0,0,0,0,0,0,1,7.5,0.25,1,0.146852637,33.54929807,1,1,18.136,16.56643333,14.697,,,,9.8222,,13.3085,112.58,,,
199,AS14.03,21-04-14,1,0,0,0,0,0,0,7.4,0.2,1,0.020845805,150.49845,1,,144.612,26.904,78.75537255,23.194,,,186.8107778,,55.73966667,,5.461,,
200,AS14.03,22-04-14,0,1,0,0,0,0,0,7.6,0.4,0.8,0.092855614,37.16373405,,,6.636526316,29.13712903,35.49068182,,,13.18266667,7.3491,,,23.108,,,
201,AS14.03,23-04-14,0,0,1,0,0,0,0,7,0.6,0.8,0.120389719,39.92923364,,1,9.6916,18.96874359,25.19728421,79.5615,,,9.7545,,,24.156,,,
202,AS14.03,24-04-14,0,0,0,1,0,0,0,7.4,-0.2,1,0.106001092,49.9347347,,,9.639583333,42.01702985,19.64165169,26.177,,,17.66822222,,,17.439,,,
203,AS14.03,25-04-14,0,0,0,0,1,0,0,7.5,-1,1,0.106167618,106.5070588,,,8.4248,89.12332584,33.66617172,10.82575,,59.49933333,11.5248,,,27.2505,10.174,,
204,AS14.03,26-04-14,0,0,0,0,0,1,0,7.5,-0.25,1,0.26914225,53.67775384,1,1,26.07594118,45.11092308,39.66713043,,,,6.003066667,2.779285714,,,,,
205,AS14.03,27-04-14,0,0,0,0,0,0,1,7.6,-1.4,1,0.065552072,66.97388606,,,4.47,22.46725641,110.1794179,,,,121.7142,,60.10355556,18.78333333,,,
206,AS14.03,28-04-14,1,0,0,0,0,0,0,7,-1.4,1,0.08262849,31.45065421,1,,7.3880625,33.55517647,38.86135556,14.0585,,,7.953333333,2.625333333,,8.246,6.619,,
207,AS14.03,29-04-14,0,1,0,0,0,0,0,7.2,-0.6,1,0.118695848,32.19223683,,,10.3895,19.48492391,10.71620213,34.24957143,,6.506,8.331125,,,13.057,,,
208,AS14.03,30-04-14,0,0,1,0,0,0,0,7,-1.2,1,0.089692241,50.59225925,,,19.1088,27.40727941,30.40445455,,,,12.17242857,,,20.75,8.135,,
209,AS14.03,01-05-14,0,0,0,1,0,0,0,7.2,-0.8,1,0.136388835,45.6702439,1,,114.0235625,20.82934615,42.62888732,,,15.2915,8.0127,,22.448,,12.198,,
210,AS14.03,02-05-14,0,0,0,0,1,0,0,7.6,-1.2,1.4,0.134376923,76.22039081,1,1,7.229342105,21.61423529,46.05614607,21.612,,,50.99842857,,49.673,,7.2255,,
211,AS14.03,03-05-14,0,0,0,0,0,1,0,7.75,-0.4,1,0.138918931,72.86568628,1,,45.87325,16.50192857,33.30291,,,,6.015666667,,18.12725,15.146,11.342,,
212,AS14.03,04-05-14,0,0,0,0,0,0,1,7.4,-1.2,0.8,0.066162407,64.85508511,1,,5.3756,7.68584,81.60118182,,,,7.552,,,41.416,,,
213,AS14.03,05-05-14,1,0,0,0,0,0,0,7.25,-1,1,0.101182005,27.57211864,1,1,4.451571429,14.1259403,23.36678571,13.243,,,22.659,,65.241,140.589,6.155,,
214,AS14.03,06-05-14,0,1,0,0,0,0,0,,,,0.086434442,18.04240403,1,,20.30207143,13.43082192,11.295225,,,7.451,,,,12.061,,,
215,AS14.03,07-05-14,0,0,1,0,0,0,0,7.666666667,-0.666666667,1,0.094450356,39.90363637,,,55.36007692,17.46356579,18.51559375,,,2.3175,23.63172727,,,37.386,,,
234,AS14.05,14-03-14,0,0,0,0,1,0,0,8,-1,2,,63.89215908,1,,15.12182353,49.57305682,4.144753846,,,,44.801875,58.581125,,,9.552333333,,
235,AS14.05,15-03-14,0,0,0,0,0,1,0,6.2,0,0.4,,82.44242593,1,,34.68734783,70.72208889,21.81729787,,,,17.4931,683.573,,18.6877,10.32925,,
236,AS14.05,16-03-14,0,0,0,0,0,0,1,6.333333333,-0.666666667,0,,66.84396384,1,,19.48865,60.72411594,10.99056338,,,,22.17125,,,27.672,14.1865,,
237,AS14.05,17-03-14,1,0,0,0,0,0,0,6,-0.4,0.4,0.083370521,61.0198261,,1,44.18931579,31.12331579,10.6335625,,,,7.4136,,,3.534,6.442666667,,
238,AS14.05,18-03-14,0,1,0,0,0,0,0,7.5,0.25,1,0.113195906,95.69368001,1,,12.81133333,73.52535,13.12130435,,,,11.22233333,,,7.07225,7.2395,,
239,AS14.05,19-03-14,0,0,1,0,0,0,0,6.75,1,0.75,0.133691265,72.56916668,,,16.84335714,55.39411538,12.27591667,,,,15.299625,,,7.797666667,7.545,,
240,AS14.05,20-03-14,0,0,0,1,0,0,0,7.2,1,0.8,0.118456799,73.67978787,,1,12.2208,73.55513115,11.64586364,,,,12.092,,,,,,
241,AS14.05,21-03-14,0,0,0,0,1,0,0,7.25,0,1,0.050197723,34.45817045,1,1,17.12147826,31.491375,4.817846154,,,,10.7696,,,,,,
